"x"	Positive	Negative
"RT @ColfilmNY:  ed  U 00A0  U 00BD  ed  U 00BB  U 00A9  Contest Alert  ed  U 00A0  U 00BD  ed  U 00BB  U 00A9 	1	-1
We've partenered with @delta to offer our Pariente audience a chance to win a  https://t.co/tM6CfDKIy5"	1	-1
" ed  U 00A0  U 00BD  ed  U 00BB  U 00A9  Contest Alert  ed  U 00A0  U 00BD  ed  U 00BB  U 00A9 	1	-1
We've partenered with @delta to offer our Pariente audience a chance to win a  https://t.co/tM6CfDKIy5"	1	-1
"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str "	2	-1
"On a @Delta 757-200(ow) SFO to ATL today. Old plane but nice new interior. Oversold. Remarkably civil boarding. Moo  https://t.co/JyvxzeF1Aj"	2	-1
"RT @estevezandrea: Llegar y ver q t falta media valija y el candado forzado! Indignaci n! @Delta haganse responsable d manera urgente por e "	1	-1
"@DougStanhope @Delta sounds like a love \"triangle\" gone bad #DeltaDeltaDeltaCanWeHelpyaHelpyaHelpya #MathJokes"	3	-2
"@Delta @Uber Ada is wondering where my leg battery charger is.... and my golf clubs https://t.co/Am5CkFjWhv"	1	-2
"RT @Delta: No doubt about it   that s an air ball. Here s hoping your team hits nothing but net this weekend.  ed  U 00A0  U 00BC  ed  U 00BF  U 0080  https://t.co/SXDUJmbK3N"	2	-2
"@DougStanhope YOU OLD FART!!!  I've got FIVE WHOLE DAYS till I hit 50!  d OP	2	-1
And yeah...screw @Delta &amp; @DeltaAssist TOTALLY with ya there."	1	-1
"@delta I love you, but this whole \"plane is broken delay\" is pretty lame. Hook a friend up."	3	-3
"@Delta Have sent a query reg my flight from BLR to BOS via DM. Please check and revert ASAP."	2	-2
"thanks for the assistance @delta (at @Delta Air Lines Ticket Counter in Miami, FL) https://t.co/9iG1qfhpEZ"	2	-1
"RT @robbiecarmack: @Ron_1943 thanks for the retweet! My video was weak, but they were truely awesome. They're on instagram @delta.shade"	3	-2
"@robbiecarmack @Delta Thanks Robbie."	2	-1
"Shoutout to *RO from @Delta for getting me out of a middle seat for a 4-hour flight! Customer service at its finest!"	1	-1
"RT @Delta: Cutest flight crew ever. #NationalPuppyDay  ed  U 00A0  U 00BD  ed  U 00B0  U 00BE  https://t.co/JhJl4MiTjs"	2	-1
"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML"	3	-1
"It's sad when @Delta doesn't care tokeep honeymooners sitting beside each other, especially when we paid for upgraded seats."	2	-4
"RT @LEWcy_21: Hey, @Delta we preselected aisle seats for flight from ATL to CDG; when we checked in we had different seats. Help! Confirmat "	2	-1
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
"@Delta , why doesn't anyone st lost &amp; found in ATL answer the phone? Trying to connect about my wallet which was recovered 3/22"	1	-1
"@Ron_1943 thanks for the retweet! My video was weak, but they were truely awesome. They're on instagram @delta.shade"	3	-2
"RT @Lakers: Your chance to join @JClark5on, @Delta and @Chris_Stamp to collaborate on the ultimate fashion look: https://t.co/4O1AptE2rL No "	1	-1
"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str "	2	-1
"@Delta @DougStanhope friend? It's his wife and his 50th birthday!!"	2	-1
"@estevezandrea @Delta que papelon"	1	-1
"@AirlineFlyer Honestly Red was a huge disappointment for me. LAX-HNL couldn't find a single movie to watch. @Delta OTOH has the best IFE"	2	-2
"Shout out to the @Delta agent on the Platinum line for exceeding my expectations!  U 2708  U FE0F  Thank you!"	2	-1
"RT @estevezandrea: Llegar y ver q t falta media valija y el candado forzado! Indignaci n! @Delta haganse responsable d manera urgente por e "	1	-1
"Heading home later today, back to #Detroit from #Tampa via @Delta   U 2708  https://t.co/fllFE7y7hO"	1	-1
"RT @Lakers: Your chance to join @JClark5on, @Delta and @Chris_Stamp to collaborate on the ultimate fashion look: https://t.co/4O1AptE2rL No "	1	-1
"RT @Twittalina: .@Delta What's the point of having the iPhone app if for all Delta flights taken so far, mobile passes aren't available aft "	1	-1
"Whitney from @delta at @columbusairport rocks! Thanks for the help!"	2	-1
"@Delta thanks"	2	-1
"RT @SecretFlying: Boston to Beijing, China for only  477 roundtrip with @Delta	1	-1
https://t.co/kZVw3beVq7 https://t.co/x8jeTCZrdh"	1	-1
"Well supposed to start boarding the flight, but there is no plane? @Delta where's my flight?  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD "	1	-1
"@Delta can you please DM me the best e-mail address to write? You have me pay more for an upgradable ticket and then leave seats open?"	2	-1
"RT @mspag5000: It is 2016 @Delta learn to not kick people off because they are Muslim and speaking Arabic! Talk about racism!!! #DeltaIntol "	2	-3
"Don't get too mad @DougStanhope, I'm sure this is a prank and @Delta is flying @bingobingaman first class right now !"	1	-2
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
"RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF "	2	-2
"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str "	2	-1
"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML"	3	-1
"@DougStanhope @Delta @DeltaAssist You're in the West - check @SouthwestAir !!! They have tons of flights!"	2	-1
"@delta or @VirginAirline :( https://t.co/wlvZssZgPv"	1	-2
"RT @Delta: Ready for take-off. Can't wait for our in-flight #winetasting @ 30,000 ft. See you soon, #LAX!  #Delta212 http://t.co/5rcpPZ5F"	1	-1
"@Delta @flyLAXairport you get to pay  25 for your bag and then stand in line for 45 mins just to drop it off. What!?"	1	-2
"RT @h0h0h0: Shout out to the couple on this @delta flight who changed their kids diaper right on the seats #poopdeck"	1	-1
"RT @estevezandrea: Por favor pido a @Delta Airlines  se hagan responsable de manera urgente por el robo de pertenec as valiosas en mi valij "	2	-1
"@Delta I will be looking for travel deals from @CVGairport to @gatewayairport at approximately 8:09 PM tonight"	1	-1
"RT @DougStanhope: .@Delta You have no idea how much I hate you right now. We used to be close, you and me."	1	-4
"RT @OverheardInAds: .@Delta @DeltaAssist please rebook @TroyEricG for BNA. Your system messed up &amp; he's getting screwed for it. #KnowMyAirl "	2	-1
"@estevezandrea @Delta vas a tener q escribirles en inglish"	1	-1
"@Delta and that is a shame since there are 8 seats open. You would rather fly them empty than let me use my miles. Smh"	1	-3
"RT @estevezandrea: Llegar y ver q t falta media valija y el candado forzado! Indignaci n! @Delta haganse responsable d manera urgente por e "	1	-1
"Shout out to the couple on this @delta flight who changed their kids diaper right on the seats #poopdeck"	1	-1
"Por favor pido a @Delta Airlines  se hagan responsable de manera urgente por el robo de pertenec as valiosas en mi  https://t.co/NWesZVVhTw"	2	-1
"Thank you @delta flight attendant. Stitch announcement was funny."	2	-1
"Llegar y ver q t falta media valija y el candado forzado! Indignaci n! @Delta haganse responsable d manera urgente  https://t.co/ZYLEBY9mJq"	1	-1
"Why is the hot @Delta pilot in the safety videos never flying my plane?! Is he even real?  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B1  U 00A8  ed  U 00A0  U 00BC  ed  U 00BF  U 00BC  U 200D  U 2708  U FE0F "	2	-1
"Hey @Delta , not having great experience getting my bags.  Said I'd get them early.  Should use @Uber"	2	-3
"@Delta I just checked in and am not on the upgrade list."	1	-1
"@Delta wow, website says 7-14. That's quite a difference. Guess I won't be seeing that for my flight on Monday?"	3	-1
"RT @SecretFlying: Boston to Beijing, China for only  477 roundtrip with @Delta	1	-1
https://t.co/kZVw3beVq7 https://t.co/x8jeTCZrdh"	1	-1
"Good morning @Delta! It's been a while SFO&gt;ATL https://t.co/b5kqHqb5DL"	2	-1
"@Delta something very funky going on with upgrade system"	1	-1
"RT @MAKERSwomen: Aviation history was just made as these two black female pilots took off: https://t.co/qrJvVofXy6 @Delta #WomensHistoryMon "	1	-1
"@Delta an upgrade would be awesome, too  U 263A "	3	-1
"RT @godslovenyc: Thank you to our incredible friends from @delta for their phenomenal support of our #genLOVE Harvest event and our mission "	2	-1
"Hey, @Delta we preselected aisle seats for flight from ATL to CDG; when we checked in we had different seats. Help! Confirmation: H2CTKY"	2	-1
"@Delta are you sure? I was told yesterday by the Diamond line not to check in until I have to"	1	-1
"@Delta how did I get assigned a middle seat and I'm a #diamond and #MillionMiler? Very disappointed in this."	1	-3
"I wasn't expecting such a long flight from SLC-&gt;SEA last night, but to give @Delta credit, the 127 hours went fast. https://t.co/vWubRMrf0J"	1	-1
"@AmericanAir - being platinum after merger is useless. Never get upgrades. Time to move to @Delta"	1	-3
"@Delta On honeymoon in Mexico. We checked our flight 4 tomorrow and once again seats changed and we arent sitting together ON HONEYMOON!!!"	2	-1
"@giveawayvoxer Post your @Delta Complaint on https://t.co/nbrmiHdxgA to hold them accountable and get results. #AirlineComplaints"	1	-2
"@DougStanhope @Delta and 280,000 of us."	1	-1
"@kayreimz @Delta I'd wave em jus cause yur sexy hawwwt, meow! ed  U 00A0  U 00BD  ed  U 00B4  U 00A5  U 2764 Cmon #Delta help a gurl out! U 2708  U FE0F "	3	-1
"@Delta I was told with miles they can't do that"	1	-1
"@Delta and it is a shame you make it so difficult for a million miler and Diamond to use miles to upgrade."	1	-3
"@delta is a joke. Wow. https://t.co/ZkqEZMLGsh"	3	-1
"@Delta the @flighthub is showing me credit card charges as being Delta Airlines https://t.co/ti7qXubiOS"	1	-2
"@AirComplaints @Delta ummm... This is actually a joke about Nigerian food, not airlines.."	2	-1
"@Delta I am using miles, not a certificate."	1	-1
"@DougStanhope @Delta @DeltaAssist happy birthday Doug fuck delta delays"	2	-3
"@Delta way past 30 days now and still no response... you still owe us  800..."	1	-2
"RT @JClark5on: Visit https://t.co/ODbVj8eVtR for your chance to join me, @Delta &amp; @Chris_Stamp and style my own fashion look https://t.co/L "	1	-1
"RT @JClark5on: Visit https://t.co/ODbVj8eVtR for your chance to join me, @Delta &amp; @Chris_Stamp and style my own fashion look https://t.co/L "	1	-1
"@DougStanhope @Delta @DeltaAssist Happy birthday you old fuck. Airlines are shit. Maybe there's some material there?"	2	-3
"@Delta thank you for your jelp"	2	-1
"@Delta thank you for resolving the issue professionally and the gate agents were awesome. Thank you"	3	-1
"@Delta it might be an idea to tell your ground staff to update the info boards!!!!"	2	-1
"RT @dogdog300: @Delta bomb"	1	-2
"@Delta I emailed re: severe peanut allergy for a Monday flight. I (finally) got a reply, on Sat. 1:35am... to call  https://t.co/lX8ViRf6eO"	1	-2
"Arrived in Shanghai, no luggage! Very poor service @Delta @DeltaNewsHub"	1	-3
"@CoachCommMW @Delta I am a f/a with them and find they are well engaged in this topic .. did u preboard? Did u ask for announcement ?"	1	-1
"@DELTA I paid extra for a ticket to be upgraded from LAX to SYD. There are 8 seats open and I have not been upgraded and I leave in hours"	1	-1
"@Delta you are welcome \"reaching higher...\""	2	-1
"@Delta It has been 7 days since I flew on a China Eastern Flight, and haven't seen the MQM's show up on my delta account yet. Normal?"	1	-1
"@rand @delta 639"	1	-1
"@DougStanhope @Delta #BoycottDelta!  How dare they do this to someone recovering from a brain injury and Bingo, too, ffs!"	1	-2
"@smartallergy I fly for work (not always with my peanut baby) @Delta always goes absolve and beyond. Announcements at Gate, and on Plane ed  U 00A0  U 00BD  ed  U 00B2  U 00AF  ed  U 00A0  U 00BD  ed  U 00B1  U 008C  U 2708  U FE0F "	2	-1
"@NoreLaLa Post your @Delta Complaint on https://t.co/nbrmiHdxgA to hold them accountable and get results. #AirlineComplaints"	1	-2
"@Bob_DeFoor @Delta Sounds like fun but it doesn't beat spring break at St. George Island.  #SGI"	2	-1
"@DougStanhope @Delta @DeltaAssist now ur entitled to join AARP \"American Association of Retied Pricks\" of which I am a dues paying member"	1	-3
"@Delta so why am I being charged for a flight I canceled and was told I wasnt charged for because it was in the allowed time period..."	1	-2
"@Delta hope so waiting for July 21 all said to opt for another but didnot hope u regain this loyal customer"	3	-1
"@Delta not one year yet"	1	-1
"@Delta Thanks! Delta helped them out !"	2	-1
"@Delta this was issued in May last year. It was showing up until recently. Please check."	2	-1
"@Delta but how can that be when that was 15mins ago???"	1	-1
"@CoachCommMW @Delta always glad to hear positive stories like yours !"	3	-1
"RT @DougStanhope: .@Delta You have no idea how much I hate you right now. We used to be close, you and me."	1	-4
"RT @CoachCommMW: We have flown @Delta with #peanutallergies and they were great! @smartallergy"	3	-1
"So much winning. Mostly for @Delta @AmericanAir and @united https://t.co/Exn0QxOgqx"	2	-1
"@richardupshall @emirates @Delta @SingaporeAir I have a horrendous phobia of flying which I really need to get over so I can actually travel"	1	-4
"@DougStanhope @Delta don't you have all Access to all Delta bar areas?"	1	-1
"@DougStanhope @Delta @DeltaAssist DELTA - Doesn't Ever Leave The Airport"	1	-1
"@Delta can't do that, since we've been on  runway  over an hour. Thx. Cool if you throw some bonus miles in account for trouble though"	2	-2
"@GazetteLin @emirates @Delta private jets and @SingaporeAir are the best and yes I travel for 7 months of the year"	2	-1
"@Delta thank you gate agents were very helpful"	3	-1
"@DELTA is it possible to learn if a passenger has checked in for a flight?"	1	-1
"@DougStanhope @Delta @DeltaAssist Happy B-Day Douglas, may it be belligerent, filled w/ calmness and may you Jesus  https://t.co/gzoEueflxM"	2	-3
"@DougStanhope @Delta I saw this rant the first time when @JimNorton did it."	1	-1
"@Delta I am flying out of mpls at 825 tonight back home to Las Vegas can I check my bag in early so I can go to the mall of America???"	1	-1
"@DougStanhope @Delta More like Delduh!"	2	-1
"RT @DougStanhope: .@Delta You have no idea how much I hate you right now. We used to be close, you and me."	1	-4
"@Delta thanks - I wish they were more thoughtful in keeping folks informed"	2	-1
"@Delta let's go try again to see if this situation can be fixed. 2hrs later."	1	-1
"@DougStanhope @Delta I know exactly how you feel."	1	-1
"@DougStanhope @Delta lmao"	3	-1
"@Delta DL0126 from CVG-BOS"	1	-1
".@Delta You have no idea how much I hate you right now. We used to be close, you and me."	1	-4
"@DougStanhope @Delta @DeltaAssist Happy Birthday! Delta: We love to lie and it shows. Sure am glad they're not running Life Flight."	3	-1
"@stophamm3rtime @Delta @AskAmex but Amex... https://t.co/gHixCWiO34"	1	-1
"@delta last night ORD to LGA delayed 2 hours for \"mechanical\" this morning LGA to CLT delayed b/c \"computers not talking\" #keepitup"	1	-1
"@Delta today, DL 1879 (LGA/FLL)."	1	-1
"@Delta booked a trip to Phuket using my sky miles via @ChinaEasternNA: real problem in customer service as can't reserve seats !!! Help"	2	-2
"@PattisallW @Delta oh actually I mean they sent us to the OVERSOLD hotel, this was the only one who would take their vouchers"	1	-1
". @qatarairways to be honest really regretting not sticking with @Delta and @KLM"	1	-3
"@Delta applied for status challenge week ago,no response. have an intl. flight coming up in 20 hrs. Pls expedite, Skymiles #9208977299"	1	-2
"@DougStanhope @Delta @DeltaAssist happy birthday Doug, hope you and Bingo are reunited soon"	3	-1
"RT @NargisFakhri: Why is @delta always delayed  ed  U 00A0  U 00BD  ed  U 00B8  U 00AB  ed  U 00A0  U 00BE  ed  U 00B4  U 00A6  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB  U 200D  U 2640  U FE0F  I can't deal anymore  ed  U 00A0  U 00BD  ed  U 00B1  U 008E  ed  U 00A0  U 00BC  ed  U 00BF  U 00BC "	1	-1
"@PattisallW @Delta I bet our room in London (that we still had to pay for btw) wasnt as nice as this beautiful room  https://t.co/FYnElXIc4W"	3	-1
"@Delta currently on a plane to Honduras for spring break...how do I get this free wifi going?"	1	-1
"RT @subbens: um @Delta  where is your pilot taking me? https://t.co/etoESYrBUt"	1	-1
"@DougStanhope @Delta @DeltaAssist mate, that's rotten news, both your age now and Delta stranding Bingo"	2	-3
"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str "	2	-1
"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str "	2	-1
"RT @SecretFlying: Boston to Beijing, China for only  477 roundtrip with @Delta	1	-1
https://t.co/kZVw3beVq7 https://t.co/x8jeTCZrdh"	1	-1
"@Delta incompetent checkin desk cost me extra  50 on Havana trip.  Another passenger made same  visa error and it was ok.  Make a video!"	1	-3
"RT @GlobeTrotScott: Major kudos to our @Delta pilot for coming to the gate, apologizing for the delay and explaining in detail the issue w/ "	1	-2
"@Delta I have send you my confirmation number by DM"	1	-1
"@Delta @DougStanhope bingo doesn't tweet but good job!!!"	2	-1
"@Delta Flight delayed in Europe? Tweet us your flight delay &amp; we'll respond with the amount of compensation you're eligible for!   U 2708  U FE0F     "	1	-2
"@Schiphol I love your airport! When I travel I plan connection there instead of Paris. I fly @Delta and @KLM #cheese #tulips #beer #smiles"	3	-1
"@Delta it took until the end of my second flight, but then cleared up.  Thanks for checking."	2	-1
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
"@Delta I want to know what delta is going to do to try to make this right?"	1	-1
"I'll never say a bad word about @Delta. Upgraded both directions to Vegas, and my outbound flight is projected to land 40 minutes early :)"	1	-2
"@Delta no, rebooked myself online while the gate agents who were trying to leave the gate last night were less than helpful."	2	-1
"On our way to Spring Break! Boys trip to the mountains! @Delta #SkiBreckinridge https://t.co/81jPoAOi3S"	1	-1
"@Delta of a new take off time. I cannot rearrange anything until I know when I can get there?"	1	-1
"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str "	2	-1
"@Delta I do understand that health and safely is paramount, however, surely there must be some level of customer care that can inform us"	2	-1
"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str "	2	-1
"@DougStanhope @Delta @DeltaAssist Jesus, I've never flown Delta, but all I ever hear is how they fuck things up and leave people stranded."	1	-3
"@DougStanhope @Delta @DeltaAssist Happy Birthday; WTF!?"	2	-3
"@DougStanhope @Delta @DeltaAssist I'm cancelling my upcoming Delta flights, too. This is outrageous."	1	-3
"@DougStanhope @Delta @DeltaAssist  ed  U 00A0  U 00BD  ed  U 00B8  U 00B3  ed  U 00A0  U 00BD  ed  U 00B8  U 00B3  ed  U 00A0  U 00BD  ed  U 00B8  U 00B3  Noooooo...."	2	-1
"@Delta your DL2 flight from LHR to JFK..big disappointment today.We will miss our connection to get home..HELP! #technicalproblems #stranded"	2	-2
"@DougStanhope @Delta @DeltaAssist happy birthday bro just watched deadbeat hero again this morning im now gonna stick on no refunds i think"	3	-1
"RT @teneshiajwarner: Woke up feeling blessed! Gearing up to chat PASSION, PROFITS &amp; POW (HER) Plays with @Delta @thepinkmogul and @thesiste "	3	-1
"@DougStanhope @Delta @DeltaAssist Happy birthday you fat Fuck"	2	-3
"@Delta 10:50 now - not great - very disappointing - esp that they notified so late - should not happen that way"	3	-3
"@Delta yes, submitted via that link, probably late last week"	1	-1
"@DougStanhope @Delta @DeltaAssist Happy 50th! You crusty old bag of booze farts!"	2	-1
"@DougStanhope @Delta @DeltaAssist HOLY FUCKING SHIT DOUG! YOU MADE IT TO 50!?!?!  ed  U 00A0  U 00BD  ed  U 00B8  U 009C  ed  U 00A0  U 00BD  ed  U 00B1  U 008D "	2	-4
"RT @Delta: Enter for a spot in #DeltaKingsClass and get your all access pass to the @LAKings https://t.co/yAeLdG3cs1 NoPurNec.CA21 RulesApp "	1	-1
"Just had the BEST customer service on my call with @Delta such a pleasure to work through challenges with them #FlyDelta"	3	-2
"@DougStanhope @Delta @DeltaAssist I'm not flying Delta until they put this right."	1	-1
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
"GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist stranded her in Tucson"	2	-1
"Thank you @delta for an excellent flight this morning.The flight attendants on DL6233 were very courteous &amp; professional! #positivefeedback"	4	-1
"@Delta And the problem is also that the travel plan has changed so many times I can't reserve 2 seats next to each other with 2 12 year olds"	1	-2
"@delta @chaserewards I am so mad at you"	1	-2
"@GlobeTrotScott do have to give it to @Delta, they've done a great job improving their customer service during delays."	3	-1
"RT @theDaxna: Delta airlines kicks out an Arab man because he spoke in his home language  #RACIST @Delta https://t.co/G6SUdb4cPz"	1	-2
"@Delta travelled first time in the airlines. Experience not so good. Booked my flight to India in July hope that goes well atleast."	3	-2
"RT @GabeSaglie: w/@Delta switching @flyLAXairport terminals, 20  #airlines to shuffle during 3-nite move in May: https://t.co/wcT42KEcOp @c "	1	-1
"@Delta I'm travelling from Fort Myers to D sseldorf."	1	-1
"Maintenance delay: 2hrs. But @Delta crew did great job of keeping pax informed. Upset? Sure. Mad at airline? Not after the customer service"	2	-3
"@Delta me too - it is sorority weekend at Vandy and she is missed!"	1	-2
"Thanks @Delta for delaying our flight an entire day and leaving us stuck in another state with no bags!"	2	-1
"RT @brandontoy: @DeltaAssist @Delta We've been stuck on the tarmac for the past forty minutes because there's no ground crew #shreveport #a "	1	-1
".@Delta big UK fan and I'll be flying during the game tomorrow. Does the in-flight entertainment include live CBS coverage?"	1	-1
"RT @SecretFlying: Boston to Beijing, China for only  477 roundtrip with @Delta	1	-1
https://t.co/kZVw3beVq7 https://t.co/x8jeTCZrdh"	1	-1
"@Delta just got vouchers but we have no information as to what's happening with out schedule"	1	-1
"How come @united and @Delta fly mainline to MSN but not @AmericanAir ?"	1	-1
"@Delta I know  ed  U 00A0  U 00BD  ed  U 00B8  U 00B0 !! DL2. Please help it's my birthday tomorrow and we had a full evening of festivities that now need to be cancelled  ed  U 00A0  U 00BD  ed  U 00B8  U 00A3 "	2	-2
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
"@Delta @airfrance can you clarify what refund I get on clothes etc bought to cover 2 days without baggage. https://t.co/PU5J1queKI"	1	-1
"@CassSOfficial @MRDEEPWEB @Delta Every delta flight I've had has been shit. Something has always gone wrong and trust me I fly A LOT."	2	-2
"@Delta thx - I have to say that I love delta but hate the shuttle affiliates..."	3	-4
"RT @Delta: The ones who truly change the world are the ones who can t wait to get out in it. https://t.co/hhBe8Gy5pb"	2	-1
"@Delta DL5182, messing up our plans, will miss a pickup"	2	-2
"RT @Delta: Enter for a spot in #DeltaKingsClass and get your all access pass to the @LAKings https://t.co/yAeLdG3cs1 NoPurNec.CA21 RulesApp "	1	-1
"I'm at @Delta SKY360  Suite in Bronx, NY https://t.co/2masbvCt3d"	1	-1
"RT @SecretFlying: Boston to Beijing, China for only  477 roundtrip with @Delta	1	-1
https://t.co/kZVw3beVq7 https://t.co/x8jeTCZrdh"	1	-1
"When @Delta Says they have the most modern fleet https://t.co/ZC8PbgbiQC"	1	-2
"RT @SecretFlying: Boston to Beijing, China for only  477 roundtrip with @Delta	1	-1
https://t.co/kZVw3beVq7 https://t.co/x8jeTCZrdh"	1	-1
"Boston to Beijing, China for only  477 roundtrip with @Delta	1	-1
https://t.co/kZVw3beVq7 https://t.co/x8jeTCZrdh"	1	-1
"Had such a great customer service experience with our gate agent in Atlanta this morning! Thanks @Delta !"	3	-1
"@Delta sometime last year..don't recall exact date"	1	-1
"My last session for today (because @Delta) is going to be Google News Lab Research Tools. #aces2017"	1	-1
"@Delta flight #5781 LAX&gt;LAS... Seats were double and triple booked. Entire scene is a complete shit show. Staff on board is clueless."	1	-3
"@Delta no but so few flights to Bna / just heard new crew located / old one in Syracuse"	1	-1
"@Delta can y'all find my laptop please n thank you"	2	-1
"I love that this happened! Right on @Delta #DeltaProud #socialmediamarketing https://t.co/cddapd1M7o"	3	-1
"@PattisallW @Delta That is not passive voice."	1	-1
"@Delta submitted status match awhile back, have a flight coming up soon. Haven't heard about match, do you still offer? AA platinum to SM"	1	-1
"@Delta Ty!"	1	-1
"@Delta Hello, we have a stop-over in May in Atlanta of approx. 45 minutes. Is that enough?"	1	-1
"@Delta thanks will message you now"	2	-1
"Good news: @Delta gave me Sky Priority	2	-1
Bad news: Flights boards at 7:20am on a Sunday"	1	-2
"RT @SecretFlying: Brussels, Belgium to Belize for only  354 roundtrip with @Delta	1	-1
https://t.co/MZVrtYHjnu https://t.co/0z4770EU9f"	1	-1
"RT @saradietschy: @TMobile hey you guys rock for having free messaging   Wi-Fi for an hour on @delta flights   clutch  ed  U 00A0  U 00BD  ed  U 00B2  U 00AA  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB "	2	-1
"@Delta When are you going to start the nonstop service from Seattle Tacoma to Sydney, Australia?"	1	-1
"RT @SecretFlying: Brussels, Belgium to Belize for only  354 roundtrip with @Delta	1	-1
https://t.co/MZVrtYHjnu https://t.co/0z4770EU9f"	1	-1
"@Delta waiting 30 minutes to promises of meal vouchers and still nobody is distributing them. Really poor service and missing out on NYCtime"	2	-3
"@Delta I cannot believe you've made the entire aircraft disembark on your 12.30 to JFK via Heathrow. Why let us on in the first place?"	1	-1
"Aroz the bartender at the @Delta #skyclub is amazing. Give this guy a raise."	3	-1
"RT @DavidMillerMac: @Delta they told them Syracuse flight still on ground?  True?"	2	-1
"@Delta by the way, now 10:20?  Where is crew?  Coming from Syracuse"	1	-1
"@Delta they told them Syracuse flight still on ground?  True?"	2	-1
"@Delta flight delayed, crew hasn't even left previous location. Who does your planning and coordination? #stucksucks"	1	-1
"I hate you @Delta &amp; @Aeromexico you have the worst \"alliance\" ever.."	1	-4
"@DELTA have a missing ecredit in my wallet. This was for a cancelled flight to Peoria IL last year."	1	-2
"@Delta your gate agent just said out loud \"I hate people\" \"I don't care\" not even listening that we have a baby with us\""	2	-4
"RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF "	2	-2
"@Delta It's always like this."	2	-1
"@DELTA why do all of your regional jets suck???"	1	-2
"RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF "	2	-2
"@Delta by far the rudest and most unprofessional people was just told again not my flight or problem"	1	-3
"Another great experience with @delta"	3	-1
"@Delta seriously disgusted and disappointed. No type of professionalism"	1	-4
"@Delta explained we have an infant was rudely told not their problem and to keep moving. Told them was told to gate 2 her reply well wrong"	2	-3
"@Delta at LGA for flight 2181 travelling w/2 kids (1baby) wife have us spread out throughout plane. Horrible service the rudest people ever"	1	-4
"@Delta @Delta this is the last time I use @Delta for unaccompanied minor. You guys suck"	1	-2
"@Lakers @Delta @JClark5on @Chris_Stamp How about just concentrating on getting back to winning"	2	-1
"@Delta I'm on it ;) love you all by the way"	3	-1
"@Delta And the line is huge and your reps are disappearing @Delta #fail"	1	-1
"Somewhere over Colorado. The magic of air travel. @delta @ridesanddrives #flying #delta  https://t.co/n0cdbTONUA"	1	-1
"@Delta Thank you for a great flight last night between MCO-GRU. Excelent crew on board  ed  U 00A0  U 00BD  ed  U 00B8  U 0080  U 2708  U FE0F "	3	-1
"@Delta your SFO special services is always hell. You pay   100 for unaccompanied minor and the line is huge and like one person!"	2	-2
"@Delta has always been great when I've had travel misadventures. They've been calm when I was crazed - and always w  https://t.co/v3JoLMXJo8"	3	-1
"RT @SunTrustPark: Welcome home, @Delta https://t.co/lIY8fDF3Oj"	2	-1
"@delta I got upgraded (thanks!) but now hubby and I are on 2 separate itineraries.  Can you link them for our return trip?"	2	-1
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
