"x"	Positive	Negative
"@WestJet I booked a flight on Delta but y'all operate the 2nd leg. How do I make a seat selection for the 2nd part on your airline? Thanks!"	2	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@BlueJays @WestJet @A_Sanch41 bless you"	2	-1
"@WestJet Great job on the latest @Apple #IOS update! Looking at all my upcoming trips in #MyTrips is even better now! #WestJetRewards"	3	-1
"There is still time to book #sask's only direct non-stop flight from @flyYQR to @MCO w @WestJet! Book @VisitOrlando  https://t.co/etPFDWIh9z"	1	-1
"RT @OilersAndBeer: The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to "	1	-1
"@WestJet well after a 3rd call they said that no one can speak to me from the department, ridiculous"	1	-3
"RT @WestJet: @seanrooney That is wonderful to hear. We hope you raise lots of many for your charities, good luck."	3	-1
"RT @grandslamcurl: ICYMI: The teams have been announced for the @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO #GSOC "	1	-1
"#westjet #ontario #canada @westjet https://t.co/ZrNAZwqg8f"	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @BBBSMuskoka: Our big winner, David Knowles, accepts his 2 FREE round trip tickets compliments of @WestJet.	2	-1
Thanks to all who supported, "	2	-1
"Email @WestJet wanting to speak to someone they tell me 42 day waiting list to hear back to help me. Awesome customer service guys...."	3	-1
"Urge @WestJet to Stop Selling SeaWorld Tickets! https://t.co/Qv2NnivBRh via @PETA"	1	-1
"@WestJet @AirCanada think about providing a space for guest to do chair massages on longer flights. Would increase the guest experience."	1	-1
"Not cool @WestJet https://t.co/nm99OkpsVZ"	1	-2
"Hey is today the day @WestJet are going to release the Aaron Sanchez   puppies promo? #NationalPuppyDay"	2	-1
"RT @grandslamcurl: ICYMI: The teams have been announced for the @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO #GSOC "	1	-1
"RT @grandslamcurl: ICYMI: The teams have been announced for the @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO #GSOC "	1	-1
"@YYComeauJ @WestJet close! It was Friday, May 6, 2016 :)"	1	-1
"Throwback... Wednesday?  When @WestJet made its inaugural flight to London Gatwick from @FlyYYC https://t.co/ykvTeX5CBD"	1	-1
"@WestJet I spoke to a rep yesterday and she said there was nothing she could do. But would love to speak to someone to explore options"	2	-1
"Because of an emergency medical situation I have to change my wife's flight and @WestJet wants over 1000 plus change fees.. #disappointing"	1	-2
"@WestJet I will be providing a full report online.  I have privity with you, not @BahiaPrincipe Jamaica. They are just a party to the fraud!"	1	-2
"@WestJet your westjet rep is useless.  We have 14 people who are upset with this 2.5 star hotel you sold as a 5 star. @BahiaPrincipe Jamaica"	1	-3
"RT @grandslamcurl: ICYMI: The teams have been announced for the @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO #GSOC "	1	-1
"RT @grandslamcurl: ICYMI: The teams have been announced for the @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO #GSOC "	1	-1
"ICYMI: The teams have been announced for the @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO  https://t.co/KKfCXhLG9M"	1	-1
"@WestJet nothing  100 change fee and  158 fare difference wouldn't fix."	1	-1
"RT @WestJet: New best friends: @A_Sanch41 and this little fella. https://t.co/YIpzYe4HWk"	2	-1
"#princealbert bound with the amazing folks @WestJet #vipCoaching with Scantech Security https://t.co/tRGDfTLBqU"	3	-1
"Flew @WestJet today! On board coffee was @McDonalds! Made my day! https://t.co/Tjq4us4sDW"	1	-1
"@WestJet Great! Thank you! My first time flying with #WestJet  ed  U 00A0  U 00BD  ed  U 00B8  U 0085 "	3	-1
"@WestJet do I have to print out my itinerary or can I just come with my confirmation number and print out my boarding pass there?"	1	-1
"@22_Minutes @AirCanada .....oh brother. @WestJet FTW."	1	-1
"I was shocked to see how terrible the service with @westjet was in #Saskatoon. Not 1 but 3 extremely ride reps.  ed  U 00A0  U 00BD  ed  U 00B8  U 009E "	1	-4
"Kudos to my nice check in agent Amy at YEG yesterday. You rock!! Thanks for being so helpful. @WestJet"	3	-1
"RT @WestJet: Thanks for all the retweets and shares everyone. Fantastic news. https://t.co/EOmwtTe4zV"	3	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"You could win two tickets to anywhere @WestJet flies from @robinjfarr at the Canadian Employee Ownership Conference  https://t.co/OU8QMunSTF"	1	-1
"@kamituel @timbray @WestJet hasn't stopped other airlines offering garuntees for timing (Alaska is 20 mins I think)"	1	-1
"RT @OilersAndBeer: The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to "	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"It's a full house for the Post-Budget B'fast &amp; for the keynote by Hon. @RonaAmbrose @CPC_HQ w/ @obj_news @MNP_LLP  https://t.co/ytaHYd3czR"	1	-1
"RT @ottawachamber: Thank you @MNP_LLP, Impact Public Affairs, @CPAcanada, @fairmontlaurier and @WestJet for sponsoring today's Post-Budget "	2	-1
"Thank you @MNP_LLP, Impact Public Affairs, @CPAcanada, @fairmontlaurier and @WestJet for sponsoring today's Post-Budget Breakfast #event."	2	-1
"@YWGairport : @united shows btw 14-20 weekly non-stop flights to ORD through Feb next year. 7/wk? Is @WestJet or  https://t.co/wydXsiPSmF"	1	-1
"@WestJet wow what a terrible experience i just had on a WestJet fly, why the f does WestJet don't have reclining seats in their planes!!"	3	-4
"@WestJet ya they don't show for me. Will call. Thanks for the heads up and speedy reply!"	2	-1
"@WestJet thank you, I wasn't aware of that. They arrived on time!"	2	-1
"@WestJet my 3yr old would like to know if you have plans for a Moana plane. Also it's a shame you don't have Disney model planes for sale :("	1	-3
"@WestJet could Logan Airport staff be notified their check-in desk is unattended"	1	-1
"Some of the flight delays through Deer Lake Airport this am. @AirCanada @PALairlines @WestJet #nltraffic https://t.co/IfPRON0rLZ"	1	-1
"RT @ClintTrahan: Hey @WestJet - photo contest contender? #newyork #StatueOfLiberty https://t.co/vaWMgevwKJ"	2	-1
"RT @ClintTrahan: Hey @WestJet - photo contest contender? #newyork #StatueOfLiberty https://t.co/vaWMgevwKJ"	2	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"@timbray @WestJet Isn't it the airport staff that handles luggage unload, not the airlines?"	1	-1
"@OilersAndBeer @WestJet this makes my heart so happy!!  ed  U 00A0  U 00BD  ed  U 00B2  U 009C "	3	-1
"RT @WJSHL: Thursday @soulkitchenbbq will be serving it's delicious food from 11-2 @WestJet Campus. As usual 10% to @RMHSouthernAB #Springis "	3	-1
"Have now waited 30  minutes for baggage, we're the only incoming flight. It's 11:18pm. @WestJet, shame on you."	1	-3
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"RT @OilersAndBeer: The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to "	1	-1
"RT @OilersAndBeer: The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to "	1	-1
"@WestJet yes, do to a family emergency I need assistance rebooking/cancelling my flight but no one has really been helpful."	2	-2
"RT @kam_sekhon: lut lo gareeb nu @WestJet"	1	-1
"lut lo gareeb nu @WestJet"	1	-1
"RT @kam_sekhon: leave it to @WestJet to have the dumbest cancellation policy  ed  U 00A0  U 00BD  ed  U 00B8  U 00A0  ed  U 00A0  U 00BD  ed  U 00B8  U 0092 "	1	-2
"leave it to @WestJet to have the dumbest cancellation policy  ed  U 00A0  U 00BD  ed  U 00B8  U 00A0  ed  U 00A0  U 00BD  ed  U 00B8  U 0092 "	1	-2
"RT @OilersAndBeer: The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to "	1	-1
"@WestJet- now flight127 is delayed, unbelievable! My streak of not getting on an on time flight in 2017 continues... https://t.co/5hqkSe3jP3"	1	-2
"RT @OilersAndBeer: The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to "	1	-1
"@WestJet looking forward to #flyingwithyoufriday"	1	-1
"Been a busy few weeks travelling across Canada broadcasting events. Special thanks to @WestJet for always getting us where we need to be!"	2	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @RMHManitoba:  50,000  worth of prizes to be won from contributors like @WestJet, @lazboy &amp; @IJewellers at our #HopeCouture Gala! https: "	3	-1
"Over 24 hours later and I'm in Toronto. Thanks for a great flight, @WestJet"	3	-1
"@CJohnstonWHL @WestJet @CityofPG @StudentUniverse Decisions. Went for the free beer I see  ed  U 00A0  U 00BD  ed  U 00B8  U 009C  ed  U 00A0  U 00BC  ed  U 00BD  U 00BB 	1	-1
Give my Boo a hug!"	3	-1
"RT @campb3ll69soup: Thank you @WestJet I will fly with no one else but you guys!!!!!! https://t.co/lJcLJS1QXZ"	2	-1
"RT @OilersAndBeer: The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to "	1	-1
"Thank you @WestJet I will fly with no one else but you guys!!!!!! https://t.co/lJcLJS1QXZ"	2	-1
"The word of the GoFundMe me reached a @WestJet pilot and he offered 2 FREE tickets tomorrow for more of Cam's buddies to come here."	1	-1
"@AirCanada should really take some notes from @WestJet. Move my flights a week out for free! @AirCanada  200 #stealing #pissed #boycott"	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"@WestJet @BahiaPrincipe Jamaica so nothing? I will be issuing a full report online.  I am appalled. Fraudulent Misrepresentation"	1	-4
"RT @SLAPS_StLucia: 11 pupies #rescuedogs  are on their way to #forehomes in #Ontario #Canada from #StLucia!  Thanks @WestJet transporting t "	2	-1
"@WestJet @BahiaPrincipe REALLY? The staff at the front desk won't even provide the name of the General Manager. You are in legal peril."	1	-2
"@WestJet they said they never heard back from you guys about the confirmation :("	1	-1
"@WestJet tonight at Mikado \"Japanese\" restaurant at @BahiaPrincipe Jamaica cockroaches on food tables."	1	-1
"@WestJet I booked a flight 24 hours ago through expedia and still haven't received a confirmation... What is the issue?"	1	-1
"Please RT in support of fellow Westjetters daughter who is paralyzed after recent accident. @WestJet @NTVNewsNL https://t.co/OIfGf1NTOQ"	2	-2
"Always a fun time when @WestJet visits @FlyYYC with Anna, Elsa, And Olaf! https://t.co/M51pcTkIYa"	2	-1
"@WestJet   Wish u could make me smile. Boo on u"	3	-1
"RT @SLAPS_StLucia: 11 pupies #rescuedogs  are on their way to #forehomes in #Ontario #Canada from #StLucia!  Thanks @WestJet transporting t "	2	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @t1mth0mpson:  ed  U 00A0  U 00BC  ed  U 00BD  U 0080  ed  U 00A0  U 00BC  ed  U 00BC  U 0088  Happy St Patrick's Day ed  U 00A0  U 00BC  ed  U 00BD  U 0080  ed  U 00A0  U 00BC  ed  U 00BC  U 0088  @WestJet @yfcairport @FredTourism  @CityFredGov  #kissmeimirish #StPaddysDay #wjencore https:/ "	2	-2
"RT @sassyles: Let your dreams take flight @WestJet @WestJetMagazine @ExploreCanada @TravelAlberta #Canada150 #TravelTuesday https://t.co/vx "	1	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
"RT @WestJet: We're always on the search for epic view points. 	1	-1
Photo via briansfuji on Instagram  U 2708  U FE0F  #WestJet #ExploreCanada https://t.co/A "	1	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"@WestJet is it PSP?"	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"#wingletwednesdays @WestJet taking me home from a short stay in Puerto Vallarta https://t.co/1j3pamYJfJ"	1	-1
"@WestJet Palm Springs  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BE  ed  U 00B4  U 0094 "	1	-1
"Sunset from @westjet	1	-1
#nofilter #sunset #sun #canada150 #airport #plane #quebec_travelers  https://t.co/OPcIy2ZeYp"	1	-1
"@WestJet please send extra planes to @stjohnsairport tomorrow evening - cheerleaders travelling to Halifax for competition! #SOS #HELP"	2	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"@westjet your app does not retain the booking reference unless I sign up as a wj member. Massively annoying. Fix it please."	2	-3
"@WestJet #wingletwednesday https://t.co/IuQWZnuTNi"	1	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"@grandslamcurl @WestJet @MattamyAC @TeamGushue @TeamHoman YEAH!!!!!! I live in Toronto now ed  U 00A0  U 00BD  ed  U 00B8  U 0084  ed  U 00A0  U 00BD  ed  U 00B8  U 0084  ed  U 00A0  U 00BD  ed  U 00B8  U 0084 "	2	-1
"How to create campaign awareness like @WestJet #WestJet #PublicRelations #writerslife #WednesdayWisdom 	2	-1
https://t.co/VkVJAdgQjz"	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"Look who I found at DOMESTIC @westjet but is flying to LA - traviswburke and we're currently on  https://t.co/fcFulxh1CQ"	1	-1
"Just booked my @WestJet flight to @CityofPG using @StudentUniverse. I'm taking advantage of the final months of bei  https://t.co/xCtvsrsIiH"	1	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"@cherylgoguen @WestJet true. You could assume that the kennels could be sanitized well after each use. But who knows. It was just an idea  ed  U 00A0  U 00BD  ed  U 00B8  U 008A "	2	-1
"RT @Tomgood01: You sure appreciate @Gogo (  GOGO )wifi service after flying with @WestJet and useing their wifi instead! ed  U 00A0  U 00BD  ed  U 00B8  U 0093  ed  U 00A0  U 00BD  ed  U 00B8  U 0093  ed  U 00A0  U 00BD  ed  U 00B8  U 0093  https://t.co/0e "	2	-1
"You sure appreciate @Gogo (  GOGO )wifi service after flying with @WestJet and useing their wifi instead! ed  U 00A0  U 00BD  ed  U 00B8  U 0093  ed  U 00A0  U 00BD  ed  U 00B8  U 0093  ed  U 00A0  U 00BD  ed  U 00B8  U 0093  https://t.co/0esXXifz3Y"	2	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"@carapthomas @WestJet an already stressed out animal would be best in a carrier that doesn't have another animals scent"	2	-2
"@carapthomas @WestJet Walmart has them cheap"	1	-2
"@WestJet u delayed me 9 hours in airports on Monday and when I ask to get on a flight that leaves 2 hours earlier today, u charge me  100"	1	-2
"@WestJet thank you!"	2	-1
"@WestJet I've been waiting for over an hour and about 10 other passengers are having the same issue. A representative has yet to come"	1	-1
"@WestJet I was supposed to board flight 3605 to Toronto. It was cancelled and I was directed to retrieve my bag, but it never appeared"	1	-2
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"Thursday @soulkitchenbbq will be serving it's delicious food from 11-2 @WestJet Campus. As usual 10% to @RMHSouthernAB #SpringishereBBQTime"	3	-1
"@WestJet ten other people need help as well plz"	1	-1
"@WestJet can you send someone to baggage claim at Logan Airport please, my bag has been lost for an hour help me plz"	2	-1
"@brandynnleigh @WestJet hopefully not this is sick"	1	-2
"will i ever take another @WestJet flight that doesn't get cancelled on me? who knows."	1	-2
"World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F   https://t.co/oWOJOkJr91"	2	-1
"RT @WestJet: New best friends: @A_Sanch41 and this little fella. https://t.co/YIpzYe4HWk"	2	-1
"@AirCanada @WestJet Will be flying less w you. SKGov cut STC - how we got to airport fr 130 km away. LongTermAirParking 15/day prohibitive"	1	-2
"@beherit @WestJet Where are you stuck at?"	1	-1
"@WestJet flight #2754"	1	-1
"@WestJet also attendant said the blankets are  15 when in the book it's priced at  4 didn't offer anything to help the situation."	1	-1
"@WestJet No they didn't do anything. Heard the lovely sounds of flushes and the smell of gas the entire time."	2	-1
"@WestJet @robin_927 3 days to get her home from LA.....its delay after delay not a singular delay"	1	-2
"My @WestJet #WingletWednesday was from Monday leaving @flyLAXairport  ed  U 00A0  U 00BD  ed  U 00B2  U 0099  ed  U 00A0  U 00BD  ed  U 00B2  U 009A  U 2708  U FE0F  https://t.co/sJdk8BFGXP"	1	-1
"@HowAJerryEat @WestJet Had to sprint across the Calgary airport to catch a connecting flight. Curse was almost worse than ever."	1	-3
"RT @WestJet: Thanks for all the retweets and shares everyone. Fantastic news. https://t.co/EOmwtTe4zV"	3	-1
"RT @WestJet: Thanks for all the retweets and shares everyone. Fantastic news. https://t.co/EOmwtTe4zV"	3	-1
"RT @WestJet: Thanks for all the retweets and shares everyone. Fantastic news. https://t.co/EOmwtTe4zV"	3	-1
".@WestJet Still nothing   you guys must get like a billion emails a day."	2	-1
"RT @WestJet: Thanks for all the retweets and shares everyone. Fantastic news. https://t.co/EOmwtTe4zV"	3	-1
"RT @beherit: Cooooool @WestJet Increase my layovers between flights for BLFC to 12  hours weeks after I buy my tickets. What do I care?!  * "	3	-1
"@WestJet and the agent told me that I would have to book separately.  Since this is your rule I would like my luggage at no charge please."	2	-2
"@WestJet she is travelling with me but on a different confirmation number because we used her companion fare for our daughter cont"	1	-1
"@WestJet thanks u guys I can't wait to be a westjetter"	2	-1
"@BESTofMATT @WestJet the curse may be over?"	1	-2
"@WestJet why are you wanting to charge me for my checked bag when my wife has you @WestJet @RBC_Canada @Mastercard.  I thought it was free."	1	-2
"Day two of #delayed flights and terrible staff with @WestJet"	1	-4
"RT @HowardSlutsken: It's #WingletWednesday! I took this from a @WestJet 737 departing @JohnWayneAir-SNA, looking up the SoCal coast. #AvGee "	1	-1
"RT @a_vekic: @WestJet #WingletWednesday beautiful Great Slave Lake NWT  ed  U 00A0  U 00BC  ed  U 00B7  U 00A8  ed  U 00A0  U 00BC  ed  U 00B7  U 00A6  #canada150 #Explore https://t.co/s6HgIpYVQX"	4	-1
"@WestJet #WingletWednesday beautiful Great Slave Lake NWT  ed  U 00A0  U 00BC  ed  U 00B7  U 00A8  ed  U 00A0  U 00BC  ed  U 00B7  U 00A6  #canada150 #Explore https://t.co/s6HgIpYVQX"	4	-1
"Thanks @westjet for nice flight to #YLW #Kelowna. Excited for first day of #GatheringOurVoices #FirstNations youth  https://t.co/Mt8Q6WT0sY"	3	-1
"@WestJet Boeing 737-8CT (#CGKWA) (C-GKWA) taxis to Runway 7L at PHX. https://t.co/WzzApRsGCn"	1	-2
"RT @DataJunctions: @AirCanada @WestJet #SubjectMatter useful to #focus on #TechTrends, #Create #jobs #employment #RT #airports #airlines ht "	2	-1
"@AirCanada @WestJet #SubjectMatter useful to #focus on #TechTrends, #Create #jobs #employment #RT #airports  https://t.co/fbbq2p7mrq"	2	-1
"@SMExaminer @WestJet we're working on it Erik!  ed  U 00A0  U 00BD  ed  U 00B1  U 008C  ed  U 00A0  U 00BD  ed  U 00B1  U 008D "	1	-1
"@onlinepresentz @WestJet Get that work done so you can enjoy the event!   ed  U 00A0  U 00BD  ed  U 00B1  U 008D  - Erik #SMMW17"	3	-1
"Where will you go if you win our BIG raffle? Top prize is a @WestJet   flight for two! https://t.co/2drta4cr53  https://t.co/Ix24cxnq8V"	3	-1
"@WestJet I can't understand if there is available seat why not just switch my flight?  On compassionate grounds?"	2	-1
"when you're doing your managerial accounting case on @WestJet and JUST realize that your dad was an aircraft mechanic &amp; airplane afficinado"	1	-1
"RT @onlinepresentz: Working hard on the flight to San Diego with @WestJet, getting excited for #SMMW17 with @SMExaminer! #networking #socia "	3	-1
"@WestJet had to cancel my flight and lose  100."	1	-2
"@WestJet and was told flight was available to change, but would require me to pay additional  500  to make it to the memorial."	1	-1
"@WestJet I'm just so disappointed that I had a sudden death.  Booked trying to spend time w her and she died."	1	-3
"Working hard on the flight to San Diego with @WestJet, getting excited for #SMMW17 with @SMExaminer! #networking  https://t.co/fuKOode5lD"	3	-1
"@beherit @WestJet Call customer support. That's a bit ludicrous."	2	-3
"Cooooool @WestJet Increase my layovers between flights for BLFC to 12  hours weeks after I buy my tickets. What do I care?!  *SCREEEEEEEEES*"	3	-1
"@WestJet #servicequality #nicehumans"	1	-1
"@WestJet issues w/ US customs at YHZ, resulting in missed connection. employees Almira and Ruth were awesome helping us get straightened out"	3	-2
"Airlines should have a TV channel on board that gives u the \"cockpit view\" U could choose to watch were you're going. #incredible @WestJet"	1	-1
"@WestJet @A_Sanch41 @BlueJays  I'm melting even on this cold day!!"	2	-2
"@WestJet My friend is visiting #YYC tn, but booked the wrong return flight! He called-  500 to change, but website calculated  350. Help"	2	-2
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"Travelling with @WestJet? Don't forget to download their app for all your in-flight entertainment choices  https://t.co/UkPLw8ofI8"	1	-1
"It's #WingletWednesday! I took this from a @WestJet 737 departing @JohnWayneAir-SNA, looking up the SoCal coast.  https://t.co/CNbhoi73lh"	1	-1
"RT @BBBSMuskoka: Our big winner, David Knowles, accepts his 2 FREE round trip tickets compliments of @WestJet.	2	-1
Thanks to all who supported, "	2	-1
"11 pupies #rescuedogs  are on their way to #forehomes in #Ontario #Canada from #StLucia!  Thanks @WestJet transport  https://t.co/yfwhJJNRtz"	2	-1
"@WestJet I just booked, but the info provided was not accurate. You can only use credit/WJ dollars combined if it covers the entire cost."	1	-1
"@will_brown017 @WestJet @CBCNews @cbcmarketplace @TorontoStar are a few places to warn Canadians about a homegrown company's U 200B  scams."	1	-1
"Taking my fur baby on a @WestJet flight. Seems impossible to find a reasonably priced/SIZE on board pet carrier. Westjet should rent them.  ed  U 00A0  U 00BD  ed  U 00B8  U 00A0 "	2	-1
"RT @BBBSMuskoka: Our big winner, David Knowles, accepts his 2 FREE round trip tickets compliments of @WestJet.	2	-1
Thanks to all who supported, "	2	-1
"@WestJet arrived!"	1	-1
"@will_brown017 @WestJet you should take this to the media, I'm sure there's a ton of other people with similar experiences ready to share"	1	-1
"@will_brown017 @WestJet absolutely unacceptable &amp; disrespectful. I will no longer be flying westjet if there's 0 accountability, only lies"	1	-3
"@WestJet do you know what time there will be WJ associates able to help customers at YXJ today? First flight out is at 11am"	1	-1
"@WestJet - the Dr. Suess style safety instructions are cute, but I wonder if simple, plain language might be more understandable for all?"	2	-1
